video_id,airflow_rate,delta_T,material,hotspot_area,hotspot_avg_temp_change_rate_initial,hotspot_avg_temp_change_magnitude_initial,peak_pixel_temp_change_rate_initial,peak_pixel_temp_change_magnitude_initial,temp_mean_avg_initial,temp_std_avg_initial,temp_min_overall_initial,temp_max_overall_initial,stabilized_mean_deltaT,overall_mean_deltaT,max_abs_mean_deltaT,stabilized_std_deltaT,overall_std_deltaT,mean_area_significant_change,stabilized_area_significant_change,max_area_significant_change,num_hotspots,hotspot_solidity,centroid_distance,time_to_peak_mean_temp,temperature_skewness,temperature_kurtosis,rate_of_std_change_initial,peak_to_average_ratio,radial_profile_0,radial_profile_1,radial_profile_2,radial_profile_3,radial_profile_4,bbox_area,bbox_aspect_ratio
T2.8V_2025-07-25-19-06-06_20_34_14_,1.13921,14.0,gypsum,371,0.0349774041674761,0.3460413066524701,0.1020663125174386,1.0870895385742188,22.90673876883206,0.5974472424130045,22.248804092407227,25.45030403137207,0.5754879507583537,0.4034933783230441,0.61785089744712,0.7273633088644461,0.6762969373505999,105.78,131.18421052631578,141,1,1.0722543352601157,0,9.8,1.817236332405925,2.7853394374606877,0.0207227758344316,1.1110400432033956,24.56302311306908,24.078574466705323,23.161977608998615,22.75028879625084,22.617650048774586,440,0.9090909090909092
T3.0V_2025-07-28-15-54-48_20_34_14_,1.28246,14.0,gypsum,305,0.0251876747673366,0.2732994079589836,0.0813522338867187,0.8561305999755859,22.60813391763655,0.3762958265136729,22.0693416595459,24.147066116333008,0.4593390493582181,0.3272038891067906,0.4926559760922266,0.4866979177587465,0.4384876121949803,76.20666666666666,96.05263157894736,103,1,1.0517241379310345,0,9.6,1.5335868864570594,1.8373871265861457,0.016176551131342,1.0680698462023854,23.718687717731186,23.423605779806778,22.89986162436636,22.564186928318996,22.437386411609072,399,0.9047619047619048
T3.0V_2025-07-28-16-17-19_20_26_6_,1.28246,6.0,gypsum,181,0.0194098295208284,0.2175333223290216,0.0339484214782715,0.2584114074707031,22.894450406027104,0.2775301266931105,22.345291137695312,23.808364868164062,0.3019349216617588,0.227013552966039,0.3238802535757834,0.3077814361206682,0.2924006428325266,34.78,42.68421052631579,48,1,1.107033639143731,0,9.2,1.0073477706112852,0.1870756718081399,0.0055016203656711,1.0399186023655915,23.627206802368164,23.404082196099417,23.034752112168533,22.81954092449612,22.7169038120069,224,0.875
T2.2V_2025-07-25-17-49-55_20_26_6_,0.76483,6.0,gypsum,236,0.0160070712572161,0.1861512539750442,0.0405426025390624,0.5407581329345703,23.05749372207512,0.3707586828488348,22.551727294921875,24.45763397216797,0.2682564418088327,0.1966284943165765,0.2956137899625126,0.4194734291935208,0.3984645376486324,46.50666666666667,53.28947368421053,56,1,1.0702947845804989,0,9.8,1.3695187431297997,1.1240864720807764,0.006794492937902,1.0607238699474244,23.857517682589016,23.685604333877563,23.206082900365193,22.92711989879608,22.837050574166433,323,0.8947368421052632
T1.6V_2025-07-28-18-04-15_20_26_6_,0.38087,6.0,gypsum,102,0.017748588319563,0.1958132912130921,0.0340216500418526,0.3810043334960937,23.0512073838477,0.2063303125490415,22.675373077392575,23.754060745239254,0.2887722237806448,0.2145503113939868,0.3081577899409282,0.2445048133703737,0.2302476476817042,15.046666666666669,19.81578947368421,23,1,1.1396648044692737,0,8.8,0.8805367028589126,0.063930583244578,0.0058759331225951,1.030490956490377,23.686129760742187,23.464542627334595,23.22241981824239,23.016857359144424,22.9391534896124,132,0.9166666666666666
T2.6V_2025-07-25-18-06-58_20_34_14_,1.06148,14.0,gypsum,377,0.0316835691821353,0.3005563245211711,0.0923353433609008,0.9544239044189452,23.036970636180605,0.4985853441993954,22.455442428588867,25.22313690185547,0.4830659981897607,0.3367154319216769,0.5186187126908415,0.6238470532142405,0.5701809077301854,95.41333333333333,117.42105263157896,129,1,1.053072625698324,0,9.8,1.74697729977683,2.5978971704282676,0.0173389100695658,1.0948981660913952,24.422247705005464,24.09978512922923,23.32130084037781,22.923369733298696,22.791356535518872,483,0.9130434782608696
T2.0V_2025-07-28-16-55-19_20_30_10_,0.60481,10.0,gypsum,116,0.0328830466873301,0.3666564020617251,0.056101868792278,0.5412845611572266,23.44539878812329,0.3003464401141473,22.853710174560547,24.4036922454834,0.4076335395529135,0.3494701877681685,0.4648789044084225,0.3763197777575831,0.3430506852174445,33.18,37.473684210526315,46,1,1.154228855721393,0,9.8,0.7832453184126804,-0.124140542792507,0.0083795710317188,1.0408734125625343,24.276731300354005,24.13454246520996,23.73952613558088,23.42395944595337,23.2470380641796,144,1.0
T1.8V_2025-07-25-16-37-05_20_34_14_,0.49703,14.0,gypsum,329,0.0275832220517293,0.2939942542542795,0.0894227235213569,0.9175338745117188,23.038993462443713,0.3962620132686824,22.510469436645508,24.834409713745117,0.4727861091358665,0.3385339445521869,0.5062895487869383,0.5327489282711271,0.4729460078563325,80.24,99.26315789473684,106,1,1.0578778135048232,0,9.6,1.7527275831067668,2.822576520158516,0.0164463196752008,1.0779294570410876,24.190105165754044,23.872369468212128,23.219672241210937,22.939225231517444,22.834919776916504,440,0.9090909090909092
T1.8V_2025-07-25-16-47-16_20_30_10_,0.49703,10.0,gypsum,325,0.0139203218313359,0.1650499666654141,0.0608699552474483,0.5801601409912109,23.031278972214917,0.3716555219481042,22.565473556518555,24.713470458984375,0.3703293855180612,0.2418942327646094,0.3989562636155348,0.4609829705793183,0.4227418373394724,62.62,80.1842105263158,85,1,1.0586319218241045,0,9.8,1.8378584540659335,3.1136875858451427,0.0120799346689642,1.0730394299334771,23.96395751408168,23.70668613910675,23.203895493557575,22.956643881621183,22.847603334320915,440,0.9090909090909092
T1.6V_2025-07-28-17-46-40_20_30_10_,0.38087,10.0,gypsum,176,0.0177709388498589,0.1646927703510634,0.0425993010055187,0.475168228149414,23.041550731875677,0.2545852986559445,22.59295654296875,24.038808822631836,0.3117944073448909,0.2102703882708694,0.4398724274201839,0.3081342381378564,0.2845262354652664,27.586666666666662,38.526315789473685,54,1,1.0864197530864197,0,9.2,1.281133960688895,1.074052181226329,0.0067657556694936,1.0432808582356634,23.73412036895752,23.517958879470825,23.18784587199871,22.983267424241554,22.90487715777229,224,0.875
T2.8V_2025-07-25-19-31-52_20_26_6_,1.13921,6.0,gypsum,340,0.0178492770475517,0.1811751590055585,0.0424452181215639,0.4861583709716797,22.92621732476178,0.4239303601566075,22.40037727355957,24.619293212890625,0.2797557845573317,0.2022540304520561,0.2964919314664946,0.4606495507731826,0.444774943269615,64.83333333333333,71.97368421052632,75,1,1.0575427682737168,0,9.8,1.6923434114730365,2.1867013155447736,0.0075854415724791,1.0738488981477208,23.670383180890763,23.53698742389679,23.105861368179323,22.800944983440896,22.69975275652749,440,0.9090909090909092
T1.8V_2025-08-01-17-59-10_20_32_12_,0.49703,12.0,gypsum,284,0.0143764812562801,0.1545024321112826,0.0514364242553711,0.5065536499023438,22.27155559848732,0.2012905694303182,21.806468963623047,23.25034523010254,0.2600384557397376,0.1795297330310074,0.2768122041729128,0.3118786975254534,0.258651511014376,32.28,44.26315789473684,50,1,1.0538033395176252,0,9.8,1.480201193393893,2.29824035093443,0.0097407914004757,1.0439479688469404,22.81977680206299,22.52722632257562,22.286766244814945,22.187916236765243,22.1396278034557,390,0.5769230769230769
T2.4V_2025-07-29-17-39-52_20_28_8_,0.9497,8.0,gypsum,203,0.0207028812906875,0.2305888377974163,0.0503277778625488,0.6182365417480469,23.42748262377209,0.48643963122245,22.81258201599121,25.075870513916016,0.3234055219674492,0.2384794744482173,0.3508687512627944,0.5411725326815097,0.5206013066115529,49.193333333333335,56.18421052631579,59,1,1.0740740740740742,0,9.8,1.2840238259274066,0.7392574632243356,0.0092525022600756,1.0703612896279049,24.621356303875263,24.07577302239158,23.466974288225178,23.163202340262277,23.039114554723103,285,0.7894736842105263
T1.8V_2025-08-01-18-10-03_20_28_8_,0.49703,8.0,gypsum,137,0.0200733682851404,0.2187879102943597,0.0410366058349609,0.5056324005126953,22.400514930947853,0.2776724570858941,21.917240142822266,23.386743545532227,0.3157773942980377,0.2342182998471613,0.3449458936705234,0.3652370505918387,0.3262731499728558,28.173333333333332,35.60526315789474,38,1,1.1004016064257027,0,9.8,1.094560689481516,0.4048956680894768,0.0091303478962623,1.044027051057734,23.109009954664444,22.889757573604584,22.659334394666885,22.382245501956422,22.26379636617807,195,0.8666666666666667
T2.6V_2025-07-29-17-14-55_20_28_8_,1.06148,8.0,gypsum,227,0.0231493595188107,0.2456020489663259,0.0432452033547794,0.5618724822998047,23.908354512857446,0.4826521542554728,23.223045349121097,25.530359268188477,0.30449163833572,0.2428052223306377,0.3190397943169003,0.5106353592552209,0.5001306548853938,54.46,57.89473684210526,62,1,1.0861244019138756,0,9.8,1.222379893965586,0.686871327597502,0.0052063462024028,1.0678425926158468,25.087547726101345,24.683801942401463,24.136750802397728,23.743353525797527,23.59190388612969,285,0.7894736842105263
T2.8V_2025-07-29-16-50-05_20_28_8_,1.13921,8.0,gypsum,330,0.0217245968905359,0.2159131136807524,0.046234130859375,0.5078220367431641,23.844506961128932,0.4668716028104067,23.277633666992188,25.623674392700195,0.2939464864168072,0.2150677543794276,0.3232845942179381,0.5011644285627246,0.4865556542867419,67.06,75.1842105263158,80,1,1.0526315789473684,0,9.8,1.6016208836980306,1.9118350144324552,0.0076889171231717,1.0746154002878583,25.20298839750744,24.543206493059795,23.917059202194213,23.63438659700854,23.555596097310385,418,0.8636363636363636
T2.4V_2025-07-29-17-27-52_20_32_12_,0.9497,12.0,gypsum,499,0.0211882426674502,0.2154105727323809,0.0828838348388671,0.980121612548828,23.28037071495592,0.4066154158758248,22.8262882232666,25.356828689575195,0.3712843769324153,0.256717766715275,0.3951161218310659,0.5230345542758484,0.4754589603375761,90.41333333333333,113.3157894736842,121,1,1.0070635721493442,0,9.4,2.2983312178560644,5.256668160530404,0.0169028845833683,1.0891935098475602,24.82453544616699,23.98859245436532,23.356426925370187,23.163647032053458,23.082437291557405,621,0.8518518518518519
T2.2V_2025-07-29-17-53-01_20_32_12_,0.76483,12.0,gypsum,341,0.0242334203090495,0.2300000120817422,0.0730436498468572,0.7517051696777344,23.16375095803717,0.4908603635450964,22.620439529418945,25.303373336791992,0.3723875270395458,0.2580171472842174,0.4028184337000695,0.5722672905186034,0.5437574259661839,69.61333333333333,81.94736842105263,88,1,1.024024024024024,0,9.4,1.942093544079456,3.2235159570346017,0.0143730823263186,1.0923694259462082,24.488893054780505,23.95671631892522,23.312325916290284,22.98986078952921,22.9091078213283,462,0.9545454545454546
T1.6V_2025-08-01-18-20-58_20_32_12_,0.38087,12.0,gypsum,143,0.0186674514081029,0.1907933508599555,0.0373372164639559,0.3974761962890625,22.332640153578108,0.1792150851483473,21.86186981201172,23.045387268066406,0.2766121315701635,0.201436147445287,0.3034248752193846,0.2595714675167512,0.220809662601224,16.82,25.57894736842105,30,1,1.079245283018868,0,9.8,0.9250442011437936,0.7453348119981569,0.0064011654984677,1.0319150404782795,22.795731014675564,22.644161871501375,22.47488820552826,22.325247287750244,22.222111441872336,221,0.7647058823529411
T2.0V_2025-08-01-17-36-02_20_32_12_,0.60481,12.0,gypsum,240,0.0172960476742844,0.1909761508305862,0.0555458584347286,0.6031036376953125,22.300753264745072,0.1755034246886853,21.90340232849121,23.141084671020508,0.288843140058351,0.2107418571048321,0.3121227502822883,0.2705379640480212,0.2290879676508363,30.94,43.55263157894737,47,1,1.0572687224669604,0,9.8,1.3316134877466903,1.7677274967312815,0.0108372906702589,1.037681749862858,22.936514112684463,22.74192696147495,22.481020501681737,22.306605709923637,22.22593165155667,342,0.9473684210526316
T1.4V_2025-08-01-18-56-23_20_28_8_,0.41474,8.0,gypsum,105,0.017282267306427,0.1827561514718212,0.0282478332519531,0.3294849395751953,22.239827050345284,0.1776512933115171,21.806468963623047,22.853710174560547,0.2542545208656105,0.18555607726082,0.2759356725783561,0.2403473463462902,0.2122472358130651,12.113333333333332,18.18421052631579,21,1,1.160220994475138,0,9.8,0.8547124821576391,0.2491939209809057,0.0057933502774813,1.027602873117025,22.640188852945965,22.50454533100128,22.358499156104195,22.223686981201173,22.14282008579799,130,0.7692307692307693
T1.4V_2025-08-01-18-45-09_20_32_12_,0.41474,12.0,gypsum,159,0.0168280719696391,0.1731268924737143,0.0352260393974108,0.4399299621582031,22.09292186233233,0.1686337230759219,21.640064239501953,22.7851619720459,0.2789829365270345,0.1960267440827894,0.3077525012898014,0.2386295129468831,0.2069304691064964,16.66,26.23684210526316,31,1,1.0890410958904109,0,9.8,0.976707137619408,0.9038732328425988,0.0068662871623472,1.0313331171869038,22.582963943481445,22.415344408580236,22.215814370375412,22.086434732783925,22.002585080953743,208,0.8125
T2.0V_2025-08-01-17-46-36_20_28_8_,0.60481,8.0,gypsum,195,0.014638721433461,0.171586374136119,0.0401266689958243,0.4654464721679687,22.267136685689287,0.2438770747120275,21.806468963623047,23.19573402404785,0.2699755713685489,0.1941574666601987,0.2830164982722358,0.3253725861437856,0.2887934555538806,31.373333333333335,40.026315789473685,43,1,1.092436974789916,0,9.4,1.3132104140383087,1.2165463059202422,0.0086339955509072,1.0417025929946062,22.96388234032525,22.686641189787125,22.38600670374357,22.2198465571684,22.115597248077393,252,0.7777777777777778
T3.0V_2025-07-29-15-45-24_20_28_8_,1.28246,8.0,gypsum,232,0.0271108813024683,0.3084872344444562,0.0533968607584635,0.5208683013916016,23.91893315265918,0.5247719193922437,23.16841506958008,25.690277099609375,0.4320399012626204,0.3257010731203816,0.4533029424733144,0.5506806237102075,0.5424854507629587,65.95333333333333,73.76315789473684,78,1,1.071593533487298,0,9.8,1.1773130406792522,0.6307979949129141,0.0074097416907925,1.0740561435430604,25.17829661899143,24.817486895455257,24.203487023711205,23.780468552200883,23.59009277252924,304,0.8421052631578947
T2.6V_2025-07-29-17-02-30_20_32_12_,1.06148,12.0,gypsum,606,0.0210741376719461,0.191466117456013,0.0834178924560546,0.8410663604736328,23.601824915920545,0.4303455343678075,23.12742805480957,25.87652015686035,0.3120229792135222,0.213376536269655,0.3397630968503051,0.5259155286848516,0.4879465352198271,100.58666666666667,120.71052631578948,130,1,1.0058091286307054,0,9.8,2.383713470194833,5.713619798329182,0.0137156678343898,1.0963779389535857,25.16818326095055,24.33818344447924,23.716468681607928,23.49429349123576,23.403817646643695,812,1.0357142857142858
