video_id,hole_id,airflow_rate,material,delta_T,voltage,pressure_Pa,session
T15P_2025-10-3-17-31-10_30_24_6_,2,3.51317,gypsum,6.0,,15,gypsum_10_hole
T15P_2025-10-3-17-31-10_30_24_6_,3,2.05314,gypsum,6.0,,15,gypsum_10_hole
T15P_2025-10-3-17-31-10_30_24_6_,4,1.70635,gypsum,6.0,,15,gypsum_10_hole
T15P_2025-10-3-17-31-10_30_24_6_,5,0.76566,gypsum,6.0,,15,gypsum_10_hole
T15P_2025-10-3-17-31-10_30_24_6_,6,3.17961,gypsum,6.0,,15,gypsum_10_hole
T15P_2025-10-3-17-31-10_30_24_6_,7,2.19096,gypsum,6.0,,15,gypsum_10_hole
T15P_2025-10-3-17-31-10_30_24_6_,8,2.21646,gypsum,6.0,,15,gypsum_10_hole
T15P_2025-10-3-17-31-10_30_24_6_,9,1.46882,gypsum,6.0,,15,gypsum_10_hole
T20P_2025-10-3-18-50-29_30_24_6_,2,4.50878,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-3-18-50-29_30_24_6_,3,2.60896,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-3-18-50-29_30_24_6_,4,1.70635,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-3-18-50-29_30_24_6_,5,0.92687,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-3-18-50-29_30_24_6_,6,4.01756,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-3-18-50-29_30_24_6_,7,2.7309,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-3-18-50-29_30_24_6_,8,2.76352,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-3-18-50-29_30_24_6_,9,1.76819,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-12-42-1_29_23_6_,2,4.50878,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-12-42-1_29_23_6_,3,2.60896,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-12-42-1_29_23_6_,4,1.70635,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-12-42-1_29_23_6_,5,0.92687,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-12-42-1_29_23_6_,6,4.01756,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-12-42-1_29_23_6_,7,2.7309,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-12-42-1_29_23_6_,8,2.76352,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-12-42-1_29_23_6_,9,1.76819,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-15-0-41_29_23_6_,2,4.50878,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-15-0-41_29_23_6_,3,2.60896,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-15-0-41_29_23_6_,4,1.70635,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-15-0-41_29_23_6_,5,0.92687,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-15-0-41_29_23_6_,6,4.01756,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-15-0-41_29_23_6_,7,2.7309,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-15-0-41_29_23_6_,8,2.76352,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-15-0-41_29_23_6_,9,1.76819,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-16-24-43_29_23_6_,2,4.50878,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-16-24-43_29_23_6_,3,2.60896,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-16-24-43_29_23_6_,4,1.70635,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-16-24-43_29_23_6_,5,0.92687,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-16-24-43_29_23_6_,6,4.01756,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-16-24-43_29_23_6_,7,2.7309,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-16-24-43_29_23_6_,8,2.76352,gypsum,6.0,,20,gypsum_10_hole
T20P_2025-10-6-16-24-43_29_23_6_,9,1.76819,gypsum,6.0,,20,gypsum_10_hole
T5P_2025-10-7-11-42-8_31_23_8_,2,1.28288,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-11-42-8_31_23_8_,3,0.77207,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-11-42-8_31_23_8_,4,0.6743,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-11-42-8_31_23_8_,5,0.3466,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-11-42-8_31_23_8_,6,1.21733,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-11-42-8_31_23_8_,7,0.87922,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-11-42-8_31_23_8_,8,0.88848,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-11-42-8_31_23_8_,9,0.68248,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-17-16-31_31_23_8_,2,1.28288,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-17-16-31_31_23_8_,3,0.77207,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-17-16-31_31_23_8_,4,0.6743,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-17-16-31_31_23_8_,5,0.3466,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-17-16-31_31_23_8_,6,1.21733,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-17-16-31_31_23_8_,7,0.87922,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-17-16-31_31_23_8_,8,0.88848,gypsum,8.0,,5,gypsum_10_hole
T5P_2025-10-7-17-16-31_31_23_8_,9,0.68248,gypsum,8.0,,5,gypsum_10_hole
T10P_2025-10-2-19-14-44_31_23_8_,2,2.44422,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-2-19-14-44_31_23_8_,3,1.44655,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-2-19-14-44_31_23_8_,4,1.22677,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-2-19-14-44_31_23_8_,5,0.57855,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-2-19-14-44_31_23_8_,6,2.257,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-2-19-14-44_31_23_8_,7,1.58468,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-2-19-14-44_31_23_8_,8,1.60244,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-2-19-14-44_31_23_8_,9,1.1197,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-3-11-47-25_31_23_8_,2,2.44422,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-3-11-47-25_31_23_8_,3,1.44655,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-3-11-47-25_31_23_8_,4,1.22677,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-3-11-47-25_31_23_8_,5,0.57855,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-3-11-47-25_31_23_8_,6,2.257,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-3-11-47-25_31_23_8_,7,1.58468,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-3-11-47-25_31_23_8_,8,1.60244,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-3-11-47-25_31_23_8_,9,1.1197,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-8-11-51-11_31_23_8_,2,2.44422,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-8-11-51-11_31_23_8_,3,1.44655,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-8-11-51-11_31_23_8_,4,1.22677,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-8-11-51-11_31_23_8_,5,0.57855,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-8-11-51-11_31_23_8_,6,2.257,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-8-11-51-11_31_23_8_,7,1.58468,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-8-11-51-11_31_23_8_,8,1.60244,gypsum,8.0,,10,gypsum_10_hole
T10P_2025-10-8-11-51-11_31_23_8_,9,1.1197,gypsum,8.0,,10,gypsum_10_hole
T15P_2025-10-3-13-1-40_31_23_8_,2,3.51317,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-13-1-40_31_23_8_,3,2.05314,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-13-1-40_31_23_8_,4,1.70635,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-13-1-40_31_23_8_,5,0.76566,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-13-1-40_31_23_8_,6,3.17961,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-13-1-40_31_23_8_,7,2.19096,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-13-1-40_31_23_8_,8,2.21646,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-13-1-40_31_23_8_,9,1.46882,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-14-35-8_31_23_8_,2,3.51317,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-14-35-8_31_23_8_,3,2.05314,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-14-35-8_31_23_8_,4,1.70635,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-14-35-8_31_23_8_,5,0.76566,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-14-35-8_31_23_8_,6,3.17961,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-14-35-8_31_23_8_,7,2.19096,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-14-35-8_31_23_8_,8,2.21646,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-14-35-8_31_23_8_,9,1.46882,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-17-27-44_32_24_8_,2,3.51317,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-17-27-44_32_24_8_,3,2.05314,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-17-27-44_32_24_8_,4,1.70635,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-17-27-44_32_24_8_,5,0.76566,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-17-27-44_32_24_8_,6,3.17961,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-17-27-44_32_24_8_,7,2.19096,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-17-27-44_32_24_8_,8,2.21646,gypsum,8.0,,15,gypsum_10_hole
T15P_2025-10-3-17-27-44_32_24_8_,9,1.46882,gypsum,8.0,,15,gypsum_10_hole
T20P_2025-10-3-18-46-31_32_24_8_,2,4.50878,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-3-18-46-31_32_24_8_,3,2.60896,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-3-18-46-31_32_24_8_,4,1.70635,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-3-18-46-31_32_24_8_,5,0.92687,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-3-18-46-31_32_24_8_,6,4.01756,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-3-18-46-31_32_24_8_,7,2.7309,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-3-18-46-31_32_24_8_,8,2.76352,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-3-18-46-31_32_24_8_,9,1.76819,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-12-37-39_31_23_8_,2,4.50878,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-12-37-39_31_23_8_,3,2.60896,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-12-37-39_31_23_8_,4,1.70635,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-12-37-39_31_23_8_,5,0.92687,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-12-37-39_31_23_8_,6,4.01756,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-12-37-39_31_23_8_,7,2.7309,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-12-37-39_31_23_8_,8,2.76352,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-12-37-39_31_23_8_,9,1.76819,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-14-54-55_31_23_8_,2,4.50878,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-14-54-55_31_23_8_,3,2.60896,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-14-54-55_31_23_8_,4,1.70635,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-14-54-55_31_23_8_,5,0.92687,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-14-54-55_31_23_8_,6,4.01756,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-14-54-55_31_23_8_,7,2.7309,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-14-54-55_31_23_8_,8,2.76352,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-14-54-55_31_23_8_,9,1.76819,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-16-20-0_31_23_8_,2,4.50878,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-16-20-0_31_23_8_,3,2.60896,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-16-20-0_31_23_8_,4,1.70635,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-16-20-0_31_23_8_,5,0.92687,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-16-20-0_31_23_8_,6,4.01756,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-16-20-0_31_23_8_,7,2.7309,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-16-20-0_31_23_8_,8,2.76352,gypsum,8.0,,20,gypsum_10_hole
T20P_2025-10-6-16-20-0_31_23_8_,9,1.76819,gypsum,8.0,,20,gypsum_10_hole
T5P_2025-10-7-11-39-21_33_23_10_,2,1.28288,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-11-39-21_33_23_10_,3,0.77207,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-11-39-21_33_23_10_,4,0.6743,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-11-39-21_33_23_10_,5,0.3466,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-11-39-21_33_23_10_,6,1.21733,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-11-39-21_33_23_10_,7,0.87922,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-11-39-21_33_23_10_,8,0.88848,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-11-39-21_33_23_10_,9,0.68248,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-26_33_23_10_,2,1.28288,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-26_33_23_10_,3,0.77207,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-26_33_23_10_,4,0.6743,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-26_33_23_10_,5,0.3466,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-26_33_23_10_,6,1.21733,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-26_33_23_10_,7,0.87922,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-26_33_23_10_,8,0.88848,gypsum,10.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-26_33_23_10_,9,0.68248,gypsum,10.0,,5,gypsum_10_hole
T10P_2025-10-2-19-13-46_33_23_10_,2,2.44422,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-46_33_23_10_,3,1.44655,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-46_33_23_10_,4,1.22677,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-46_33_23_10_,5,0.57855,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-46_33_23_10_,6,2.257,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-46_33_23_10_,7,1.58468,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-46_33_23_10_,8,1.60244,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-46_33_23_10_,9,1.1197,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-3-11-46-18_33_23_10_,2,2.44422,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-3-11-46-18_33_23_10_,3,1.44655,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-3-11-46-18_33_23_10_,4,1.22677,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-3-11-46-18_33_23_10_,5,0.57855,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-3-11-46-18_33_23_10_,6,2.257,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-3-11-46-18_33_23_10_,7,1.58468,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-3-11-46-18_33_23_10_,8,1.60244,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-3-11-46-18_33_23_10_,9,1.1197,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-52_33_23_10_,2,2.44422,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-52_33_23_10_,3,1.44655,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-52_33_23_10_,4,1.22677,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-52_33_23_10_,5,0.57855,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-52_33_23_10_,6,2.257,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-52_33_23_10_,7,1.58468,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-52_33_23_10_,8,1.60244,gypsum,10.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-52_33_23_10_,9,1.1197,gypsum,10.0,,10,gypsum_10_hole
T15P_2025-10-3-13-0-40_33_23_10_,2,3.51317,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-40_33_23_10_,3,2.05314,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-40_33_23_10_,4,1.70635,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-40_33_23_10_,5,0.76566,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-40_33_23_10_,6,3.17961,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-40_33_23_10_,7,2.19096,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-40_33_23_10_,8,2.21646,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-40_33_23_10_,9,1.46882,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-17-26-48_34_24_10_,2,3.51317,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-17-26-48_34_24_10_,3,2.05314,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-17-26-48_34_24_10_,4,1.70635,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-17-26-48_34_24_10_,5,0.76566,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-17-26-48_34_24_10_,6,3.17961,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-17-26-48_34_24_10_,7,2.19096,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-17-26-48_34_24_10_,8,2.21646,gypsum,10.0,,15,gypsum_10_hole
T15P_2025-10-3-17-26-48_34_24_10_,9,1.46882,gypsum,10.0,,15,gypsum_10_hole
T20P_2025-10-3-18-45-33_34_24_10_,2,4.50878,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-33_34_24_10_,3,2.60896,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-33_34_24_10_,4,1.70635,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-33_34_24_10_,5,0.92687,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-33_34_24_10_,6,4.01756,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-33_34_24_10_,7,2.7309,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-33_34_24_10_,8,2.76352,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-33_34_24_10_,9,1.76819,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-44_33_23_10_,2,4.50878,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-44_33_23_10_,3,2.60896,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-44_33_23_10_,4,1.70635,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-44_33_23_10_,5,0.92687,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-44_33_23_10_,6,4.01756,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-44_33_23_10_,7,2.7309,gypsum,10.0,,20,gypsum_10_hole
