video_id,hole_id,airflow_rate,delta_T,pressure_Pa,material,session,source_dataset_key
temp_2025-10-28-13-39-36_23_33_10_,1,6.55011,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-33-43_23_33_10_,1,6.55011,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-38-17_23_33_10_,1,6.55011,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-21-26_23_33_10_,10,9.01801,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-39-36_23_33_10_,10,9.01801,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-33-43_23_33_10_,10,9.01801,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-38-17_23_33_10_,10,9.01801,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-21-26_23_33_10_,2,1.53848,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-39-36_23_33_10_,2,1.53848,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-33-43_23_33_10_,2,1.53848,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-38-17_23_33_10_,2,1.53848,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-21-26_23_33_10_,3,0.83126,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-39-36_23_33_10_,3,0.83126,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-33-43_23_33_10_,3,0.83126,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-38-17_23_33_10_,3,0.83126,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-21-26_23_33_10_,4,0.66954,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-39-36_23_33_10_,4,0.66954,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-33-43_23_33_10_,4,0.66954,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-38-17_23_33_10_,4,0.66954,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-21-26_23_33_10_,5,0.15353,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-39-36_23_33_10_,5,0.15353,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-33-43_23_33_10_,5,0.15353,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-38-17_23_33_10_,5,0.15353,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-21-26_23_33_10_,6,1.40111,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-39-36_23_33_10_,6,1.40111,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-33-43_23_33_10_,6,1.40111,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-38-17_23_33_10_,6,1.40111,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-21-26_23_33_10_,7,0.80081,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-39-36_23_33_10_,7,0.80081,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-33-43_23_33_10_,7,0.80081,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-38-17_23_33_10_,7,0.80081,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-21-26_23_33_10_,8,1.05574,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-39-36_23_33_10_,8,1.05574,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-33-43_23_33_10_,8,1.05574,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-38-17_23_33_10_,8,1.05574,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-21-26_23_33_10_,9,0.32839,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-39-36_23_33_10_,9,0.32839,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-33-43_23_33_10_,9,0.32839,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-38-17_23_33_10_,9,0.32839,10.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-20-18_23_35_12_,1,6.55011,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-38-45_23_35_12_,1,6.55011,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-32-54_23_35_12_,1,6.55011,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-37-16_23_35_12_,1,6.55011,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-20-18_23_35_12_,10,9.01801,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-38-45_23_35_12_,10,9.01801,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-32-54_23_35_12_,10,9.01801,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-37-16_23_35_12_,10,9.01801,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-20-18_23_35_12_,2,1.53848,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-38-45_23_35_12_,2,1.53848,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-32-54_23_35_12_,2,1.53848,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-37-16_23_35_12_,2,1.53848,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-20-18_23_35_12_,3,0.83126,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-38-45_23_35_12_,3,0.83126,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-32-54_23_35_12_,3,0.83126,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-37-16_23_35_12_,3,0.83126,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-20-18_23_35_12_,4,0.66954,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-38-45_23_35_12_,4,0.66954,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-32-54_23_35_12_,4,0.66954,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-37-16_23_35_12_,4,0.66954,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-20-18_23_35_12_,5,0.15353,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-38-45_23_35_12_,5,0.15353,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-32-54_23_35_12_,5,0.15353,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-37-16_23_35_12_,5,0.15353,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-20-18_23_35_12_,6,1.40111,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-38-45_23_35_12_,6,1.40111,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-32-54_23_35_12_,6,1.40111,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-37-16_23_35_12_,6,1.40111,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-20-18_23_35_12_,7,0.80081,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-38-45_23_35_12_,7,0.80081,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-32-54_23_35_12_,7,0.80081,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-37-16_23_35_12_,7,0.80081,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-20-18_23_35_12_,8,1.05574,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-38-45_23_35_12_,8,1.05574,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-32-54_23_35_12_,8,1.05574,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-37-16_23_35_12_,8,1.05574,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-12-20-18_23_35_12_,9,0.32839,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-13-38-45_23_35_12_,9,0.32839,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-28-14-32-54_23_35_12_,9,0.32839,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-29-11-37-16_23_35_12_,9,0.32839,12.0,2.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-20-19_24_30_6_,1,10.42996,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-52-50_23_29_6_,1,10.42996,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-8-16_23_29_6_,1,10.42996,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-38-41_24_30_6_,1,10.42996,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-20-19_24_30_6_,10,14.11369,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-52-50_23_29_6_,10,14.11369,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-8-16_23_29_6_,10,14.11369,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-38-41_24_30_6_,10,14.11369,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-20-19_24_30_6_,2,2.65218,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-52-50_23_29_6_,2,2.65218,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-8-16_23_29_6_,2,2.65218,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-38-41_24_30_6_,2,2.65218,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-20-19_24_30_6_,3,1.45511,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-52-50_23_29_6_,3,1.45511,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-8-16_23_29_6_,3,1.45511,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-38-41_24_30_6_,3,1.45511,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-20-19_24_30_6_,4,1.15906,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-52-50_23_29_6_,4,1.15906,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-8-16_23_29_6_,4,1.15906,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-38-41_24_30_6_,4,1.15906,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-20-19_24_30_6_,5,0.34889,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-52-50_23_29_6_,5,0.34889,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-8-16_23_29_6_,5,0.34889,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-38-41_24_30_6_,5,0.34889,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-20-19_24_30_6_,6,2.44056,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-52-50_23_29_6_,6,2.44056,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-8-16_23_29_6_,6,2.44056,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-38-41_24_30_6_,6,2.44056,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-20-19_24_30_6_,7,1.42885,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-52-50_23_29_6_,7,1.42885,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-8-16_23_29_6_,7,1.42885,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-38-41_24_30_6_,7,1.42885,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-20-19_24_30_6_,8,1.68534,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-52-50_23_29_6_,8,1.68534,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-8-16_23_29_6_,8,1.68534,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-38-41_24_30_6_,8,1.68534,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-20-19_24_30_6_,9,0.66763,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-52-50_23_29_6_,9,0.66763,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-8-16_23_29_6_,9,0.66763,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-38-41_24_30_6_,9,0.66763,6.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-16-54_24_32_8_,1,10.42996,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-4-15_23_31_8_,1,10.42996,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-50-36_23_31_8_,1,10.42996,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-34-48_24_32_8_,1,10.42996,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-16-54_24_32_8_,10,14.11369,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-4-15_23_31_8_,10,14.11369,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-50-36_23_31_8_,10,14.11369,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-34-48_24_32_8_,10,14.11369,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-16-54_24_32_8_,2,2.65218,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-4-15_23_31_8_,2,2.65218,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-50-36_23_31_8_,2,2.65218,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-34-48_24_32_8_,2,2.65218,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-16-54_24_32_8_,3,1.45511,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-4-15_23_31_8_,3,1.45511,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-50-36_23_31_8_,3,1.45511,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-34-48_24_32_8_,3,1.45511,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-16-54_24_32_8_,4,1.15906,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
