video_id,image_path,airflow_rate,material,delta_T_log,hotspot_area_log,hotspot_avg_temp_change_rate_initial_norm,overall_std_deltaT,temp_max_overall_initial,temp_std_avg_initial,material_brick_cladding,material_gypsum
temp_2025-3-7-19-36-44_21.4_27.5_6.1_,dataset_gypsum/FanPower_1.6V/temp_2025-3-7-19-36-44_21.4_27.5_6.1_.npy,1.6,gypsum,1.9600947840472696,5.424950017481403,0.0027802265569048,0.3418539859178077,24.0523414611816,0.2924020195180569,0,1
temp_2025-3-7-19-45-8_21.4_26_4.6_,dataset_gypsum/FanPower_1.6V/temp_2025-3-7-19-45-8_21.4_26_4.6_.npy,1.6,gypsum,1.7227665977411035,5.2574953720277815,0.0036375055586748,0.3210295051940078,23.8761940002441,0.2845867769445477,0,1
temp_2025-3-7-18-44-27_21.4_27.5_6.1_,dataset_gypsum/FanPower_2.1V/temp_2025-3-7-18-44-27_21.4_27.5_6.1_.npy,2.1,gypsum,1.9600947840472696,5.3612921657094255,0.0028546657964412,0.4051824358567714,24.5654335021973,0.3606375286682914,0,1
temp_2025-3-7-18-6-40_21.4_35_13.6_,dataset_gypsum/FanPower_2.1V/temp_2025-3-7-18-6-40_21.4_35_13.6_.npy,2.1,gypsum,2.681021528714291,5.4510384535657,0.0024413388892536,0.5147883544495943,24.6192932128906,0.4124450576438988,0,1
temp_2025-3-7-18-12-0_21.4_32.5_11.1_,dataset_gypsum/FanPower_2.1V/temp_2025-3-7-18-12-0_21.4_32.5_11.1_.npy,2.1,gypsum,2.493205452602695,3.737669618283368,0.0051058016268311,0.320370086446447,24.7403545379639,0.2711744675863911,0,1
temp_2025-3-7-18-34-6_21.4_30_8.6_,dataset_gypsum/FanPower_2.1V/temp_2025-3-7-18-34-6_21.4_30_8.6_.npy,2.1,gypsum,2.26176309847379,5.0369526024136295,0.0033766772661636,0.4641361744669456,24.7269115447998,0.4106897987105703,0,1
T3.0V_2025-07-28-16-03-14_20_30_10_,dataset_gypsum2/FanPower_3.0V/T3.0V_2025-07-28-16-03-14_20_30_10_.npy,3.0,gypsum,2.3978952727983707,3.258096538021482,0.0076754442850751,0.2372887659174169,23.86263084411621,0.1992759962650273,0,1
T3.0V_2025-07-28-15-54-48_20_34_14_,dataset_gypsum2/FanPower_3.0V/T3.0V_2025-07-28-15-54-48_20_34_14_.npy,3.0,gypsum,2.70805020110221,5.723585101952381,0.0026502989733565,0.4384876121949803,23.889759063720703,0.3345428386688421,0,1
T3.0V_2025-07-28-16-17-19_20_26_6_,dataset_gypsum2/FanPower_3.0V/T3.0V_2025-07-28-16-17-19_20_26_6_.npy,3.0,gypsum,1.9459101490553132,5.181783550292085,0.0048966219196208,0.2916062447189794,23.740476608276367,0.2638203840778649,0,1
T2.0V_2025-07-17-18-13-32_22_30_8_,dataset_gypsum2/FanPower_2.0V/T2.0V_2025-07-17-18-13-32_22_30_8_.npy,2.0,gypsum,2.1972245773362196,5.313205979041787,0.0011004222796695,0.4935841915779377,27.275537490844727,0.4853800166135211,0,1
T2.0V_2025-07-17-18-00-56_22_34_12_,dataset_gypsum2/FanPower_2.0V/T2.0V_2025-07-17-18-00-56_22_34_12_.npy,2.0,gypsum,2.5649493574615367,5.484796933490655,0.0006639708379626,0.5302816369600133,27.131261825561523,0.5220187463439396,0,1
T2.0V_2025-07-28-16-55-19_20_30_10_,dataset_gypsum2/FanPower_2.0V/T2.0V_2025-07-28-16-55-19_20_30_10_.npy,2.0,gypsum,2.3978952727983707,3.784189633918261,0.0069403855039504,0.2435900288017696,24.228174209594727,0.1906557049227508,0,1
T1.8V_2025-07-25-17-05-54_20_26_6_,dataset_gypsum2/FanPower_1.8V/T1.8V_2025-07-25-17-05-54_20_26_6_.npy,1.8,gypsum,1.9459101490553132,4.174387269895637,0.0086654298421409,0.3285086435076822,23.83550262451172,0.2594070725274466,0,1
T1.8V_2025-07-25-16-37-05_20_34_14_,dataset_gypsum2/FanPower_1.8V/T1.8V_2025-07-25-16-37-05_20_34_14_.npy,1.8,gypsum,2.70805020110221,5.799092654460526,0.0026508921924991,0.4729460078563325,24.48459815979004,0.3535568009054434,0,1
T2.4V_2025-07-17-19-09-10_22_30_8_,dataset_gypsum2/FanPower_2.4V/T2.4V_2025-07-17-19-09-10_22_30_8_.npy,2.4,gypsum,2.1972245773362196,5.220355825078324,0.0010750686649776,0.4809088381815034,27.314849853515625,0.4772514139197787,0,1
T2.4V_2025-07-17-19-34-26_22_26_4_,dataset_gypsum2/FanPower_2.4V/T2.4V_2025-07-17-19-34-26_22_26_4_.npy,2.4,gypsum,1.6094379124341005,6.5722825426940075,0.0007480169922815,0.4439385621331486,26.631237030029297,0.4402199341423787,0,1
T1.6V_2025-07-28-17-36-55_20_34_14_,dataset_gypsum2/FanPower_1.6V/T1.6V_2025-07-28-17-36-55_20_34_14_.npy,1.6,gypsum,2.70805020110221,4.356708826689592,0.0030397450744527,0.2470562902894066,23.83550262451172,0.1860285899480987,0,1
T1.6V_2025-07-28-18-04-15_20_26_6_,dataset_gypsum2/FanPower_1.6V/T1.6V_2025-07-28-18-04-15_20_26_6_.npy,1.6,gypsum,1.9459101490553132,3.8918202981106265,0.0055589407314491,0.1902884132060713,23.631772994995117,0.1589666127871296,0,1
T1.6V_2025-07-28-17-46-40_20_30_10_,dataset_gypsum2/FanPower_1.6V/T1.6V_2025-07-28-17-46-40_20_30_10_.npy,1.6,gypsum,2.3978952727983707,4.795790545596741,0.0027057119147487,0.2816608407001888,23.86263084411621,0.2369246355213083,0,1
T1.4V_2025-07-17-17-08-40_22_30_8_,dataset_gypsum2/FanPower_1.4V/T1.4V_2025-07-17-17-08-40_22_30_8_.npy,1.4,gypsum,2.1972245773362196,4.30406509320417,0.0009830406267348,0.3493287596426793,26.499237060546875,0.3338148563071019,0,1
T1.4V_2025-07-17-16-56-31_22_34_12_,dataset_gypsum2/FanPower_1.4V/T1.4V_2025-07-17-16-56-31_22_34_12_.npy,1.4,gypsum,2.5649493574615367,5.153291594497779,0.0024874393671043,0.2604858339204852,25.650314331054688,0.2211362044317419,0,1
T2.6V_2025-07-25-18-16-07_20_30_10_,dataset_gypsum2/FanPower_2.6V/T2.6V_2025-07-25-18-16-07_20_30_10_.npy,2.6,gypsum,2.3978952727983707,5.225746673713202,0.0045606744689691,0.5592099692250317,25.089271545410156,0.4971535744002737,0,1
T2.6V_2025-07-25-18-32-38_20_26_6_,dataset_gypsum2/FanPower_2.6V/T2.6V_2025-07-25-18-32-38_20_26_6_.npy,2.6,gypsum,1.9459101490553132,5.356586274672012,0.0055510454290401,0.4241467665279427,24.33622932434082,0.3805123795777966,0,1
T2.6V_2025-07-25-18-06-58_20_34_14_,dataset_gypsum2/FanPower_2.6V/T2.6V_2025-07-25-18-06-58_20_34_14_.npy,2.6,gypsum,2.70805020110221,5.75890177387728,0.0029211845774869,0.5852549431671167,24.86127281188965,0.4702996925146819,0,1
T2.2V_2025-07-25-17-23-25_20_34_14_,dataset_gypsum2/FanPower_2.2V/T2.2V_2025-07-25-17-23-25_20_34_14_.npy,2.2,gypsum,2.70805020110221,4.343805421853684,0.0062077968640435,0.45836292938302,24.36321449279785,0.3351282902232356,0,1
T2.2V_2025-07-25-17-49-55_20_26_6_,dataset_gypsum2/FanPower_2.2V/T2.2V_2025-07-25-17-49-55_20_26_6_.npy,2.2,gypsum,1.9459101490553132,5.3230099791384085,0.0033600012850915,0.401572155523411,24.282217025756836,0.3564216847213378,0,1
T2.2V_2025-07-25-17-32-43_20_30_10_,dataset_gypsum2/FanPower_2.2V/T2.2V_2025-07-25-17-32-43_20_30_10_.npy,2.2,gypsum,2.3978952727983707,5.666426688112432,0.0039696902089228,0.4974044070491535,24.646209716796875,0.4248484706035993,0,1
T2.8V_2025-07-25-19-15-29_20_30_10_,dataset_gypsum2/FanPower_2.8V/T2.8V_2025-07-25-19-15-29_20_30_10_.npy,2.8,gypsum,2.3978952727983707,4.276666119016055,0.0068689142594314,0.4991036366945858,25.343467712402344,0.4469353269876379,0,1
T2.8V_2025-07-25-19-06-06_20_34_14_,dataset_gypsum2/FanPower_2.8V/T2.8V_2025-07-25-19-06-06_20_34_14_.npy,2.8,gypsum,2.70805020110221,5.786897381366708,0.003337708229838,0.6906012253934768,25.142837524414062,0.5605271680579708,0,1
temp_2025-3-11-18-24-29_21.4_32.5_11.1_,dataset_brickcladding/FanPower_1.8V/temp_2025-3-11-18-24-29_21.4_32.5_11.1_.npy,1.8,brick_cladding,2.493205452602695,5.081404364984463,0.0012975516041699,0.221418156383789,25.8632297515869,0.1823068200182651,1,0
temp_2025-3-11-19-5-34_21.4_26_4.6_,dataset_brickcladding/FanPower_1.8V/temp_2025-3-11-19-5-34_21.4_26_4.6_.npy,1.8,brick_cladding,1.7227665977411035,4.90527477843843,0.0019685154260401,0.1464042768768775,25.4636554718018,0.1348036758751054,1,0
temp_2025-3-11-18-49-9_21.4_27.5_6.1_,dataset_brickcladding/FanPower_1.8V/temp_2025-3-11-18-49-9_21.4_27.5_6.1_.npy,1.8,brick_cladding,1.9600947840472696,4.875197323201151,0.0027185841336281,0.1903168536608723,25.8233394622803,0.1657166730089138,1,0
temp_2025-3-11-18-16-37_21.4_35_13.6_,dataset_brickcladding/FanPower_1.8V/temp_2025-3-11-18-16-37_21.4_35_13.6_.npy,1.8,brick_cladding,2.681021528714291,4.882801922586371,0.0014031405439815,0.2401357538969076,25.7834377288818,0.1747331957543119,1,0
temp_2025-3-10-18-42-20_21.4_30_8.6_,dataset_brickcladding/FanPower_2.4V/temp_2025-3-10-18-42-20_21.4_30_8.6_.npy,2.4,brick_cladding,2.26176309847379,4.997212273764115,0.0035108109473089,0.6007408478402638,25.3434677124023,0.5476241241607885,1,0
temp_2025-3-10-18-52-46_21.4_27.5_6.1_,dataset_brickcladding/FanPower_2.4V/temp_2025-3-10-18-52-46_21.4_27.5_6.1_.npy,2.4,brick_cladding,1.9600947840472696,4.574710978503383,0.0050271393776316,0.5717099032221714,25.0088634490967,0.558126921575764,1,0
temp_2025-3-10-19-0-58_21.4_26_4.6_,dataset_brickcladding/FanPower_2.4V/temp_2025-3-10-19-0-58_21.4_26_4.6_.npy,2.4,brick_cladding,1.7227665977411035,4.859812404361672,0.0043966975859319,0.4620500459712549,24.7672386169434,0.4419030356560947,1,0
temp_2025-3-10-18-16-28_21.4_35_13.6_,dataset_brickcladding/FanPower_2.4V/temp_2025-3-10-18-16-28_21.4_35_13.6_.npy,2.4,brick_cladding,2.681021528714291,5.003946305945459,0.0020851302649144,0.7741740145003625,26.0756778717041,0.7145328244934671,1,0
temp_2025-3-11-21-0-25_21.4_26_4.6_,dataset_brickcladding/FanPower_1.6V/temp_2025-3-11-21-0-25_21.4_26_4.6_.npy,1.6,brick_cladding,1.7227665977411035,4.962844630259907,0.0019118303874483,0.2508518217483522,24.8746948242188,0.2296654619726585,1,0
temp_2025-3-11-20-46-39_21.4_27.5_6.1_,dataset_brickcladding/FanPower_1.6V/temp_2025-3-11-20-46-39_21.4_27.5_6.1_.npy,1.6,brick_cladding,1.9600947840472696,5.10594547390058,0.0020622043113523,0.2886342801961201,25.2231369018555,0.260721329727351,1,0
temp_2025-3-11-20-7-28_21.4_32.5_11.1_,dataset_brickcladding/FanPower_1.6V/temp_2025-3-11-20-7-28_21.4_32.5_11.1_.npy,1.6,brick_cladding,2.493205452602695,5.187385805840755,0.0013953733766093,0.3675888072870737,25.8632297515869,0.3183799277632493,1,0
temp_2025-3-10-19-37-32_21.4_27.5_6.1_,dataset_brickcladding/FanPower_2.1V/temp_2025-3-10-19-37-32_21.4_27.5_6.1_.npy,2.1,brick_cladding,1.9600947840472696,5.075173815233827,0.0040285073257138,0.5268535249050094,24.5250263214111,0.481977430052366,1,0
temp_2025-3-10-19-45-45_21.4_26_4.6_,dataset_brickcladding/FanPower_2.1V/temp_2025-3-10-19-45-45_21.4_26_4.6_.npy,2.1,brick_cladding,1.7227665977411035,4.852030263919617,0.0039514676833225,0.4849186741437233,24.2011489868164,0.4613099757088808,1,0
temp_2025-3-10-19-21-35_21.4_32.5_11.1_,dataset_brickcladding/FanPower_2.1V/temp_2025-3-10-19-21-35_21.4_32.5_11.1_.npy,2.1,brick_cladding,2.493205452602695,5.049856007249537,0.0029697244685986,0.5985758280828279,25.1428375244141,0.5183729904224663,1,0
temp_2025-3-10-19-16-42_21.4_35_13.6_,dataset_brickcladding/FanPower_2.1V/temp_2025-3-10-19-16-42_21.4_35_13.6_.npy,2.1,brick_cladding,2.681021528714291,4.997212273764115,0.0020476430058237,0.6411771518084431,25.0490684509277,0.5502858033449735,1,0
